type;Subnet;Sensor
ESGOTO;SUB_365;SEN_80825
ESGOTO;SUB_365;SEN_80827
ESGOTO;SUB_365;SEN_80829
ESGOTO;SUB_365;SEN_80824
ESGOTO;SUB_365;SEN_80826
ESGOTO;SUB_365;SEN_80828
ESGOTO;SUB_365;SEN_80805
ESGOTO;SUB_365;SEN_80807
ESGOTO;SUB_365;SEN_80809
ESGOTO;SUB_365;SEN_80823
ESGOTO;SUB_386;SEN_81305
ESGOTO;SUB_386;SEN_81306
ESGOTO;SUB_386;SEN_81307
ESGOTO;SUB_386;SEN_81308
ESGOTO;SUB_386;SEN_81287
ESGOTO;SUB_386;SEN_81289
ESGOTO;SUB_386;SEN_81291
ESGOTO;SUB_411;SEN_80171
ESGOTO;SUB_411;SEN_80173
ESGOTO;SUB_411;SEN_80170
ESGOTO;SUB_411;SEN_80172
ESGOTO;SUB_411;SEN_80153
ESGOTO;SUB_411;SEN_80155
ESGOTO;SUB_411;SEN_80169
ESGOTO;SUB_411;SEN_80174
ESGOTO;SUB_413;SEN_80491
ESGOTO;SUB_413;SEN_80492
ESGOTO;SUB_413;SEN_80493
ESGOTO;SUB_413;SEN_80472
ESGOTO;SUB_413;SEN_80474
ESGOTO;SUB_413;SEN_80476
ESGOTO;SUB_413;SEN_80490
ESGOTO;SUB_416;SEN_81181
ESGOTO;SUB_416;SEN_81183
ESGOTO;SUB_416;SEN_81185
ESGOTO;SUB_416;SEN_81162
ESGOTO;SUB_416;SEN_81164
ESGOTO;SUB_416;SEN_81166
ESGOTO;SUB_416;SEN_81179
ESGOTO;SUB_418;SEN_79961
ESGOTO;SUB_418;SEN_79962
ESGOTO;SUB_418;SEN_79963
ESGOTO;SUB_418;SEN_79940
ESGOTO;SUB_418;SEN_79942
ESGOTO;SUB_418;SEN_79944
ESGOTO;SUB_418;SEN_79959
ESGOTO;SUB_418;SEN_79964
ESGOTO;SUB_424;SEN_81244
ESGOTO;SUB_424;SEN_81245
ESGOTO;SUB_424;SEN_81246
ESGOTO;SUB_424;SEN_81225
ESGOTO;SUB_424;SEN_81227
ESGOTO;SUB_424;SEN_81229
ESGOTO;SUB_424;SEN_81243
ESGOTO;SUB_428;SEN_79791
ESGOTO;SUB_428;SEN_79793
ESGOTO;SUB_428;SEN_79795
ESGOTO;SUB_428;SEN_79772
ESGOTO;SUB_428;SEN_79774
ESGOTO;SUB_428;SEN_79776
ESGOTO;SUB_428;SEN_79789
ESGOTO;SUB_434;SEN_80673
ESGOTO;SUB_434;SEN_80675
ESGOTO;SUB_434;SEN_80677
ESGOTO;SUB_434;SEN_80672
ESGOTO;SUB_434;SEN_80674
ESGOTO;SUB_434;SEN_80676
ESGOTO;SUB_434;SEN_80653
ESGOTO;SUB_434;SEN_80655
ESGOTO;SUB_434;SEN_80657
ESGOTO;SUB_434;SEN_80671
ESGOTO;SUB_434;SEN_80678
ESGOTO;SUB_437;SEN_86778
ESGOTO;SUB_437;SEN_86775
ESGOTO;SUB_438;SEN_80625
ESGOTO;SUB_438;SEN_80626
ESGOTO;SUB_438;SEN_80627
ESGOTO;SUB_438;SEN_80606
ESGOTO;SUB_438;SEN_80608
ESGOTO;SUB_438;SEN_80610
ESGOTO;SUB_438;SEN_80624
ESGOTO;SUB_438;SEN_80628
ESGOTO;SUB_440;SEN_80138
ESGOTO;SUB_440;SEN_80140
ESGOTO;SUB_440;SEN_80142
ESGOTO;SUB_440;SEN_80137
ESGOTO;SUB_440;SEN_80139
ESGOTO;SUB_440;SEN_80141
ESGOTO;SUB_440;SEN_80118
ESGOTO;SUB_440;SEN_80120
ESGOTO;SUB_440;SEN_80122
ESGOTO;SUB_440;SEN_80136
ESGOTO;SUB_440;SEN_80143
ESGOTO;SUB_445;SEN_81085
ESGOTO;SUB_445;SEN_81086
ESGOTO;SUB_445;SEN_81087
ESGOTO;SUB_445;SEN_81067
ESGOTO;SUB_445;SEN_81069
ESGOTO;SUB_445;SEN_81071
ESGOTO;SUB_445;SEN_81084
ESGOTO;SUB_457;SEN_81133
ESGOTO;SUB_457;SEN_81135
ESGOTO;SUB_457;SEN_81137
ESGOTO;SUB_457;SEN_81132
ESGOTO;SUB_457;SEN_81134
ESGOTO;SUB_457;SEN_81136
ESGOTO;SUB_457;SEN_81112
ESGOTO;SUB_457;SEN_81114
ESGOTO;SUB_457;SEN_81116
ESGOTO;SUB_457;SEN_81131
ESGOTO;SUB_457;SEN_81138
ESGOTO;SUB_462;SEN_80763
ESGOTO;SUB_462;SEN_80765
ESGOTO;SUB_462;SEN_80767
ESGOTO;SUB_462;SEN_80762
ESGOTO;SUB_462;SEN_80764
ESGOTO;SUB_462;SEN_80766
ESGOTO;SUB_462;SEN_80743
ESGOTO;SUB_462;SEN_80745
ESGOTO;SUB_462;SEN_80747
ESGOTO;SUB_462;SEN_80761
ESGOTO;SUB_463;SEN_81213
ESGOTO;SUB_463;SEN_81214
ESGOTO;SUB_463;SEN_81215
ESGOTO;SUB_463;SEN_81195
ESGOTO;SUB_463;SEN_81197
ESGOTO;SUB_463;SEN_81199
ESGOTO;SUB_463;SEN_81212
ESGOTO;SUB_470;SEN_80373
ESGOTO;SUB_470;SEN_80374
ESGOTO;SUB_470;SEN_80375
ESGOTO;SUB_470;SEN_80355
ESGOTO;SUB_470;SEN_80357
ESGOTO;SUB_470;SEN_80359
ESGOTO;SUB_470;SEN_80372
ESGOTO;SUB_472;SEN_81275
ESGOTO;SUB_472;SEN_81276
ESGOTO;SUB_472;SEN_81256
ESGOTO;SUB_472;SEN_81258
ESGOTO;SUB_472;SEN_81260
ESGOTO;SUB_472;SEN_81274
ESGOTO;SUB_475;SEN_80594
ESGOTO;SUB_475;SEN_80595
ESGOTO;SUB_475;SEN_80596
ESGOTO;SUB_475;SEN_80575
ESGOTO;SUB_475;SEN_80577
ESGOTO;SUB_475;SEN_80579
ESGOTO;SUB_475;SEN_80593
ESGOTO;SUB_482;SEN_79760
ESGOTO;SUB_482;SEN_79761
ESGOTO;SUB_482;SEN_79762
ESGOTO;SUB_482;SEN_79741
ESGOTO;SUB_482;SEN_79743
ESGOTO;SUB_482;SEN_79745
ESGOTO;SUB_482;SEN_79759
ESGOTO;SUB_486;SEN_80794
ESGOTO;SUB_486;SEN_80795
ESGOTO;SUB_486;SEN_80777
ESGOTO;SUB_486;SEN_80779
ESGOTO;SUB_486;SEN_80793
ESGOTO;SUB_499;SEN_86825
ESGOTO;SUB_499;SEN_86827
ESGOTO;SUB_499;SEN_49860
ESGOTO;SUB_499;SEN_86822
ESGOTO;SUB_514;SEN_80229
ESGOTO;SUB_514;SEN_80230
ESGOTO;SUB_514;SEN_80212
ESGOTO;SUB_514;SEN_80214
ESGOTO;SUB_514;SEN_80228
ESGOTO;SUB_514;SEN_52877
ESGOTO;SUB_525;SEN_80106
ESGOTO;SUB_525;SEN_80108
ESGOTO;SUB_525;SEN_80105
ESGOTO;SUB_525;SEN_80107
ESGOTO;SUB_525;SEN_80088
ESGOTO;SUB_525;SEN_80090
ESGOTO;SUB_525;SEN_80104
ESGOTO;SUB_526;SEN_80718
ESGOTO;SUB_526;SEN_56608
ESGOTO;SUB_526;SEN_80701
ESGOTO;SUB_526;SEN_80703
ESGOTO;SUB_526;SEN_80717
ESGOTO;SUB_537;SEN_80344
ESGOTO;SUB_537;SEN_80345
ESGOTO;SUB_537;SEN_80327
ESGOTO;SUB_537;SEN_80329
ESGOTO;SUB_537;SEN_80343
ESGOTO;SUB_556;SEN_80564
ESGOTO;SUB_556;SEN_80565
ESGOTO;SUB_556;SEN_80547
ESGOTO;SUB_556;SEN_80549
ESGOTO;SUB_556;SEN_80563
ESGOTO;SUB_579;SEN_80401
ESGOTO;SUB_579;SEN_80402
ESGOTO;SUB_579;SEN_80385
ESGOTO;SUB_579;SEN_80386
ESGOTO;SUB_579;SEN_80400
ESGOTO;SUB_580;SEN_81000
ESGOTO;SUB_580;SEN_81001
ESGOTO;SUB_580;SEN_80985
ESGOTO;SUB_580;SEN_80986
ESGOTO;SUB_580;SEN_80999
ESGOTO;SUB_586;SEN_81028
ESGOTO;SUB_586;SEN_81029
ESGOTO;SUB_586;SEN_81011
ESGOTO;SUB_586;SEN_81013
ESGOTO;SUB_586;SEN_81027
ESGOTO;SUB_590;SEN_88748
ESGOTO;SUB_590;SEN_79825
ESGOTO;SUB_590;SEN_79827
ESGOTO;SUB_590;SEN_79829
ESGOTO;SUB_590;SEN_79824
ESGOTO;SUB_590;SEN_79826
ESGOTO;SUB_590;SEN_79828
ESGOTO;SUB_590;SEN_79805
ESGOTO;SUB_590;SEN_79807
ESGOTO;SUB_590;SEN_79809
ESGOTO;SUB_590;SEN_79823
ESGOTO;SUB_590;SEN_69833
ESGOTO;SUB_598;SEN_80201
ESGOTO;SUB_598;SEN_80202
ESGOTO;SUB_598;SEN_80184
ESGOTO;SUB_598;SEN_80186
ESGOTO;SUB_598;SEN_80200
ESGOTO;SUB_601;SEN_80460
ESGOTO;SUB_601;SEN_80462
ESGOTO;SUB_601;SEN_80442
ESGOTO;SUB_601;SEN_80444
ESGOTO;SUB_601;SEN_80458
ESGOTO;SUB_602;SEN_79867
ESGOTO;SUB_602;SEN_79852
ESGOTO;SUB_602;SEN_79866
ESGOTO;SUB_603;SEN_80077
ESGOTO;SUB_603;SEN_80078
ESGOTO;SUB_603;SEN_80060
ESGOTO;SUB_603;SEN_80062
ESGOTO;SUB_603;SEN_80076
ESGOTO;SUB_613;SEN_80520
ESGOTO;SUB_613;SEN_80521
ESGOTO;SUB_613;SEN_80503
ESGOTO;SUB_613;SEN_80505
ESGOTO;SUB_613;SEN_80519
ESGOTO;SUB_613;SEN_76315
ESGOTO;SUB_616;SEN_79991
ESGOTO;SUB_616;SEN_79992
ESGOTO;SUB_616;SEN_79974
ESGOTO;SUB_616;SEN_79976
ESGOTO;SUB_616;SEN_79990
ESGOTO;SUB_616;SEN_80019
ESGOTO;SUB_616;SEN_80020
ESGOTO;SUB_616;SEN_80002
ESGOTO;SUB_616;SEN_80004
ESGOTO;SUB_616;SEN_80018
ESGOTO;SUB_619;SEN_80957
ESGOTO;SUB_619;SEN_80959
ESGOTO;SUB_619;SEN_80940
ESGOTO;SUB_619;SEN_80942
ESGOTO;SUB_619;SEN_80956
ESGOTO;SUB_619;SEN_80961
ESGOTO;SUB_623;SEN_85736
ESGOTO;SUB_623;SEN_85740
ESGOTO;SUB_623;SEN_85741
ESGOTO;SUB_623;SEN_85709
ESGOTO;SUB_623;SEN_85711
ESGOTO;SUB_629;SEN_87452
ESGOTO;SUB_629;SEN_87453
ESGOTO;SUB_629;SEN_87054
ESGOTO;SUB_629;SEN_87056
ESGOTO;SUB_629;SEN_87451
ESGOTO;SUB_63;SEN_80872
ESGOTO;SUB_63;SEN_80867
ESGOTO;SUB_63;SEN_80871
ESGOTO;SUB_631;SEN_87250
ESGOTO;SUB_631;SEN_87254
ESGOTO;SUB_631;SEN_87174
ESGOTO;SUB_631;SEN_87176
ESGOTO;SUB_631;SEN_87249
ESGOTO;SUB_632;SEN_87257
ESGOTO;SUB_632;SEN_87258
ESGOTO;SUB_632;SEN_87222
ESGOTO;SUB_632;SEN_87224
ESGOTO;SUB_632;SEN_87252
ESGOTO;SUB_634;SEN_87367
ESGOTO;SUB_634;SEN_87368
ESGOTO;SUB_634;SEN_87337
ESGOTO;SUB_634;SEN_87339
ESGOTO;SUB_634;SEN_87364
ESGOTO;SUB_636;SEN_87537
ESGOTO;SUB_636;SEN_87539
ESGOTO;SUB_636;SEN_87524
ESGOTO;SUB_636;SEN_87526
ESGOTO;SUB_636;SEN_87535
ESGOTO;SUB_637;SEN_87585
ESGOTO;SUB_637;SEN_87588
ESGOTO;SUB_637;SEN_87572
ESGOTO;SUB_637;SEN_87574
ESGOTO;SUB_637;SEN_87583
ESGOTO;SUB_638;SEN_87633
ESGOTO;SUB_638;SEN_87635
ESGOTO;SUB_638;SEN_87620
ESGOTO;SUB_638;SEN_87622
ESGOTO;SUB_638;SEN_87631
ESGOTO;SUB_641;SEN_88017
ESGOTO;SUB_641;SEN_88019
ESGOTO;SUB_641;SEN_88021
ESGOTO;SUB_641;SEN_88004
ESGOTO;SUB_641;SEN_88006
ESGOTO;SUB_641;SEN_88008
ESGOTO;SUB_641;SEN_88015
ESGOTO;SUB_644;SEN_88647
ESGOTO;SUB_644;SEN_88649
ESGOTO;SUB_644;SEN_88634
ESGOTO;SUB_644;SEN_88636
ESGOTO;SUB_644;SEN_88645
ESGOTO;SUB_645;SEN_88699
ESGOTO;SUB_645;SEN_88693
ESGOTO;SUB_645;SEN_60788
ESGOTO;SUB_648;SEN_88929
ESGOTO;SUB_648;SEN_88931
ESGOTO;SUB_648;SEN_88933
ESGOTO;SUB_648;SEN_88916
ESGOTO;SUB_648;SEN_88918
ESGOTO;SUB_648;SEN_88920
ESGOTO;SUB_648;SEN_88927
ESGOTO;SUB_661;SEN_89678
ESGOTO;SUB_661;SEN_89680
ESGOTO;SUB_661;SEN_89666
ESGOTO;SUB_661;SEN_89668
ESGOTO;SUB_661;SEN_89677
ESGOTO;SUB_661;SEN_80259
ESGOTO;SUB_661;SEN_85261
ESGOTO;SUB_661;SEN_80242
ESGOTO;SUB_661;SEN_80244
ESGOTO;SUB_661;SEN_80258
ESGOTO;SUB_661;SEN_80261
ESGOTO;SUB_665;SEN_89893
ESGOTO;SUB_665;SEN_89895
ESGOTO;SUB_665;SEN_89880
ESGOTO;SUB_665;SEN_89882
ESGOTO;SUB_665;SEN_89891
ESGOTO;SUB_666;SEN_89941
ESGOTO;SUB_666;SEN_89943
ESGOTO;SUB_666;SEN_89945
ESGOTO;SUB_666;SEN_89928
ESGOTO;SUB_666;SEN_89930
ESGOTO;SUB_666;SEN_89932
ESGOTO;SUB_666;SEN_89939
ESGOTO;SUB_666;SEN_89946
ESGOTO;SUB_667;SEN_89845
ESGOTO;SUB_667;SEN_89847
ESGOTO;SUB_667;SEN_89832
ESGOTO;SUB_667;SEN_89834
ESGOTO;SUB_667;SEN_89843
ESGOTO;SUB_671;SEN_91631
ESGOTO;SUB_671;SEN_91633
ESGOTO;SUB_671;SEN_91618
ESGOTO;SUB_671;SEN_91620
ESGOTO;SUB_671;SEN_91629
ESGOTO;SUB_681;SEN_93068
ESGOTO;SUB_681;SEN_93070
ESGOTO;SUB_681;SEN_93055
ESGOTO;SUB_681;SEN_93057
ESGOTO;SUB_681;SEN_93066
ESGOTO;SUB_688;SEN_93561
ESGOTO;SUB_688;SEN_93563
ESGOTO;SUB_688;SEN_93548
ESGOTO;SUB_688;SEN_93550
ESGOTO;SUB_688;SEN_93559
ESGOTO;SUB_688;SEN_82503
ESGOTO;SUB_688;SEN_82502
ESGOTO;SUB_688;SEN_82496
ESGOTO;SUB_688;SEN_82501
ESGOTO;SUB_689;SEN_80027
ESGOTO;SUB_689;SEN_80028
ESGOTO;SUB_689;SEN_80031
ESGOTO;SUB_689;SEN_93701
ESGOTO;SUB_689;SEN_93703
ESGOTO;SUB_689;SEN_93689
ESGOTO;SUB_689;SEN_93691
ESGOTO;SUB_689;SEN_93700
ESGOTO;SUB_689;SEN_93702
ESGOTO;SUB_690;SEN_93750
ESGOTO;SUB_690;SEN_93752
ESGOTO;SUB_690;SEN_93749
ESGOTO;SUB_690;SEN_93751
ESGOTO;SUB_690;SEN_93737
ESGOTO;SUB_690;SEN_93739
ESGOTO;SUB_690;SEN_93748
ESGOTO;SUB_690;SEN_82131
ESGOTO;SUB_690;SEN_82132
ESGOTO;SUB_690;SEN_82126
ESGOTO;SUB_690;SEN_82127
ESGOTO;SUB_690;SEN_82130
ESGOTO;SUB_697;SEN_94326
ESGOTO;SUB_697;SEN_94328
ESGOTO;SUB_697;SEN_94313
ESGOTO;SUB_697;SEN_94315
ESGOTO;SUB_697;SEN_94324
ESGOTO;SUB_698;SEN_94374
ESGOTO;SUB_698;SEN_94376
ESGOTO;SUB_698;SEN_94361
ESGOTO;SUB_698;SEN_94363
ESGOTO;SUB_698;SEN_94372
ESGOTO;SUB_700;SEN_94470
ESGOTO;SUB_700;SEN_94472
ESGOTO;SUB_700;SEN_94457
ESGOTO;SUB_700;SEN_94459
ESGOTO;SUB_700;SEN_94468
ESGOTO;SUB_715;SEN_102882
ESGOTO;SUB_715;SEN_102788
ESGOTO;SUB_715;SEN_102790
ESGOTO;SUB_715;SEN_102730
ESGOTO;SUB_715;SEN_102735
ESGOTO;SUB_715;SEN_102789
ESGOTO;SUB_715;SEN_86892
ESGOTO;SUB_715;SEN_86894
ESGOTO;SUB_715;SEN_86963
ESGOTO;SUB_722;SEN_106438
ESGOTO;SUB_722;SEN_106439
ESGOTO;SUB_722;SEN_106417
ESGOTO;SUB_722;SEN_106427
ESGOTO;SUB_722;SEN_106437
ESGOTO;SUB_722;SEN_106440
ESGOTO;SUB_722;SEN_106441
ESGOTO;SUB_722;SEN_106429
ESGOTO;SUB_722;SEN_106431
ESGOTO;SUB_729;SEN_107378
ESGOTO;SUB_729;SEN_107379
ESGOTO;SUB_729;SEN_107323
ESGOTO;SUB_729;SEN_107324
ESGOTO;SUB_729;SEN_107377
ESGOTO;SUB_731;SEN_108089
ESGOTO;SUB_731;SEN_108090
ESGOTO;SUB_731;SEN_108034
ESGOTO;SUB_731;SEN_108035
ESGOTO;SUB_731;SEN_108088
ESGOTO;SUB_728;SEN_107285
ESGOTO;SUB_728;SEN_107286
ESGOTO;SUB_728;SEN_107230
ESGOTO;SUB_728;SEN_107231
ESGOTO;SUB_728;SEN_107284
ESGOTO;SUB_730;SEN_108182
ESGOTO;SUB_730;SEN_108183
ESGOTO;SUB_730;SEN_108127
ESGOTO;SUB_730;SEN_108128
ESGOTO;SUB_730;SEN_108181
ESGOTO;SUB_640;SEN_87969
ESGOTO;SUB_640;SEN_87971
ESGOTO;SUB_640;SEN_87956
ESGOTO;SUB_640;SEN_87958
ESGOTO;SUB_640;SEN_87967
ESGOTO;SUB_701;SEN_94518
ESGOTO;SUB_701;SEN_94520
ESGOTO;SUB_701;SEN_94505
ESGOTO;SUB_701;SEN_94507
ESGOTO;SUB_701;SEN_94516
AGUA;SUB_678;SEN_92878
AGUA;SUB_678;SEN_92877
AGUA;SUB_678;SEN_92880
AGUA;SUB_9;SEN_87030
AGUA;SUB_501;SEN_102216
AGUA;SUB_501;SEN_102215
AGUA;SUB_501;SEN_102218
AGUA;SUB_357;SEN_93834
AGUA;SUB_357;SEN_93835
AGUA;SUB_3;SEN_105624
AGUA;SUB_3;SEN_105626
AGUA;SUB_3;SEN_105625
AGUA;SUB_679;SEN_92914
AGUA;SUB_679;SEN_92926
AGUA;SUB_679;SEN_92925
AGUA;SUB_679;SEN_92928
AGUA;SUB_758;SEN_129875
AGUA;SUB_758;SEN_129877
AGUA;SUB_758;SEN_129876
AGUA;SUB_771;SEN_134926
AGUA;SUB_713;SEN_101414
AGUA;SUB_714;SEN_102122
AGUA;SUB_709;SEN_94817
AGUA;SUB_709;SEN_94822
AGUA;SUB_709;SEN_94823
ESGOTO;SUB_432;SEN_48422
ESGOTO;SUB_432;SEN_57687
ESGOTO;SUB_432;SEN_86863
ESGOTO;SUB_432;SEN_86867
ESGOTO;SUB_432;SEN_86874
ESGOTO;SUB_432;SEN_86969
ESGOTO;SUB_600;SEN_79257
ESGOTO;SUB_600;SEN_86720
ESGOTO;SUB_600;SEN_86724
ESGOTO;SUB_600;SEN_86726
ESGOTO;SUB_600;SEN_86993
ESGOTO;SUB_607;SEN_73943
ESGOTO;SUB_607;SEN_86850
ESGOTO;SUB_607;SEN_86852
ESGOTO;SUB_607;SEN_86855
ESGOTO;SUB_607;SEN_86857
ESGOTO;SUB_607;SEN_86974
ESGOTO;SUB_464;SEN_86796
ESGOTO;SUB_464;SEN_86798
ESGOTO;SUB_464;SEN_86799
ESGOTO;SUB_464;SEN_86805
ESGOTO;SUB_464;SEN_86807
ESGOTO;SUB_464;SEN_86988
ESGOTO;SUB_471;SEN_79603
ESGOTO;SUB_471;SEN_86876
ESGOTO;SUB_471;SEN_86877
ESGOTO;SUB_471;SEN_86880
ESGOTO;SUB_471;SEN_86882
ESGOTO;SUB_471;SEN_86964
ESGOTO;SUB_529;SEN_86835
ESGOTO;SUB_529;SEN_86839
ESGOTO;SUB_529;SEN_86841
ESGOTO;SUB_529;SEN_86977
ESGOTO;SUB_409;SEN_86900
ESGOTO;SUB_409;SEN_86902
ESGOTO;SUB_409;SEN_86903
ESGOTO;SUB_409;SEN_86907
ESGOTO;SUB_409;SEN_86909
ESGOTO;SUB_409;SEN_86960
ESGOTO;SUB_836;SEN_140017
ESGOTO;SUB_836;SEN_140025
ESGOTO;SUB_836;SEN_140104
ESGOTO;SUB_836;SEN_140112
ESGOTO;SUB_836;SEN_140954
ESGOTO;SUB_836;SEN_140959
ESGOTO;SUB_437;SEN_86771
ESGOTO;SUB_437;SEN_86775
AGUA;SUB_705;SEN_94680
AGUA;SUB_705;SEN_94685
AGUA;SUB_705;SEN_94686
